iter	Logloss
296	0.3390880012
297	0.338905604
298	0.3387362272
299	0.3385233814
300	0.3379283873
301	0.3377342334
302	0.3371023371
303	0.3368638973
304	0.3367207977
305	0.3363404325
306	0.3356389844
307	0.3351846549
308	0.3346734353
309	0.3344894484
310	0.3342722867
311	0.3337513394
312	0.3333574448
313	0.3325619769
314	0.3321902912
315	0.331505809
316	0.3313349755
317	0.3312154013
318	0.3307682839
319	0.3305971036
320	0.3304503781
321	0.3298706594
322	0.3297457756
323	0.3295079175
324	0.3292775891
325	0.3289051757
326	0.3287486356
327	0.3277715428
328	0.3273603178
329	0.3272676516
330	0.3270978409
331	0.3267801074
332	0.326246533
333	0.3256422288
334	0.3249568856
335	0.3247780381
336	0.3239772811
337	0.3232436029
338	0.3229762601
339	0.322841517
340	0.3216635267
341	0.3215084011
342	0.3214003311
343	0.3211836605
344	0.3208087035
345	0.3207145402
346	0.3205566403
347	0.3202647689
348	0.31974232
349	0.3196579805
350	0.3189983731
351	0.3187546178
352	0.3186531306
353	0.3183119462
354	0.3176962902
355	0.3174281827
356	0.3172475676
357	0.3169451943
358	0.316809934
359	0.3164359042
360	0.3162942982
361	0.3161204617
362	0.3159591817
363	0.3154023918
364	0.3153207959
365	0.3140966894
366	0.3139571058
367	0.3137149518
368	0.3134377951
369	0.3129021338
370	0.3124534364
371	0.3121472032
372	0.3120421865
373	0.3115800873
374	0.3112794889
375	0.3111172167
376	0.3110024804
377	0.3108501425
378	0.3107420661
379	0.3105641411
380	0.3104488888
381	0.3102907017
382	0.3101339624
383	0.309710815
384	0.3094108956
385	0.3091466912
386	0.3090104135
387	0.3088646918
388	0.3087533673
389	0.3084610609
390	0.3083631764
391	0.3083121041
392	0.3082419625
393	0.3081370166
394	0.3078278486
395	0.3077245969
396	0.3074264287
397	0.3073334858
398	0.3071430118
399	0.3070543869
400	0.3068431843
401	0.3065629495
402	0.306492861
403	0.3060954329
404	0.3059177906
405	0.3056508496
406	0.3054462726
407	0.3053398053
408	0.3050951885
409	0.3049962732
410	0.3047926048
411	0.3046848425
412	0.3044345099
413	0.3041492796
414	0.3037558701
415	0.3034364448
416	0.3032702101
417	0.3030468745
418	0.3029310699
419	0.3025485694
420	0.3022095434
421	0.3020773163
422	0.3014878922
423	0.3014259413
424	0.3012879958
425	0.3012145033
426	0.3009653682
427	0.3008631913
428	0.3006501605
429	0.3005510802
430	0.3002896466
431	0.2998687957
432	0.2995298226
433	0.299266359
434	0.2989433541
435	0.298579213
436	0.2984760512
437	0.2983980976
438	0.2983084056
439	0.2982170407
440	0.2979780924
441	0.2978813914
442	0.2975540525
443	0.2971179946
444	0.2968442894
445	0.2965064414
446	0.2962064676
447	0.2961289358
448	0.2960645214
449	0.2960058179
450	0.295814322
451	0.2956921189
452	0.2955591352
453	0.2953494277
454	0.2952397326
455	0.295160775
456	0.2951080766
457	0.294870236
458	0.2947364066
459	0.2945788538
460	0.294378925
461	0.2940434813
462	0.2939718469
463	0.2939050448
464	0.2937492571
465	0.2936318415
466	0.2932444337
467	0.2928655261
468	0.292801748
469	0.292595868
470	0.2924957768
471	0.2920854334
472	0.2919586449
473	0.2918571052
474	0.2916154703
475	0.2914564372
476	0.2909717196
477	0.290857369
478	0.2907930721
479	0.2906361089
480	0.290342072
481	0.2900584758
482	0.2899279657
483	0.2898498259
484	0.2895342592
485	0.2894124697
486	0.2893772387
487	0.2893123116
488	0.2890960867
489	0.2890365548
490	0.2889234691
491	0.2888711009
492	0.2887050748
493	0.2885822972
494	0.2882380744
495	0.288156058
496	0.288101858
497	0.2880296842
498	0.287530742
499	0.2873194161
500	0.2871074438
501	0.2869650411
502	0.286732582
503	0.2865972397
504	0.2865299297
505	0.2864602075
506	0.2863162272
507	0.2861965774
508	0.2859906306
509	0.2857041639
510	0.2856145297
511	0.2855561665
512	0.2853625659
513	0.2852824751
514	0.2852491243
515	0.2851979832
516	0.2850375642
517	0.2849911211
518	0.2844276821
519	0.2842575994
520	0.2841652871
521	0.2840484115
522	0.2838801498
523	0.2837562039
524	0.2836394575
525	0.2834198976
526	0.2832536758
527	0.2829881676
528	0.2826991416
529	0.2826477478
530	0.2825936749
531	0.2824959174
532	0.2824498489
533	0.2821195553
534	0.281985279
535	0.2816217654
536	0.2815522637
537	0.2813697115
538	0.281096721
539	0.280997787
540	0.2809488154
541	0.28066608
542	0.2805307545
543	0.2802760957
544	0.2800578994
545	0.2799951732
546	0.2797048059
547	0.2796461249
548	0.2795359715
549	0.2792614369
550	0.2791945421
551	0.2790001397
552	0.2783454877
553	0.2782717207
554	0.2777320514
555	0.2776271404
556	0.2774957712
557	0.2774365475
558	0.2772135854
559	0.2771245073
560	0.276867376
561	0.2763282153
562	0.2762784778
563	0.2762161128
564	0.2760385501
565	0.2756941528
566	0.2755911944
567	0.275544477
568	0.2754615325
569	0.2753506197
570	0.275183444
571	0.2749591168
572	0.2749101532
573	0.2748413504
574	0.2746337977
575	0.2745228216
576	0.2744120593
577	0.2742689383
578	0.2741713772
579	0.2741003559
580	0.2739119785
581	0.2738337537
582	0.2737408951
583	0.2735993188
584	0.2732965087
585	0.2728934444
586	0.272738192
587	0.2726898928
588	0.2725939091
589	0.2724931682
590	0.2724478168
591	0.2723424503
592	0.2722306347
593	0.2720123355
594	0.2719537643
595	0.2718880132
596	0.2717029819
597	0.2716406747
598	0.2715791776
599	0.2713866564
600	0.2712995156
601	0.2711877334
602	0.2709977446
603	0.2709311079
604	0.2708396667
605	0.2707639859
606	0.2702910808
607	0.2702351714
608	0.2701486594
609	0.2701133517
610	0.2700291991
611	0.2698438739
612	0.2696747518
613	0.2695376674
614	0.2694488873
615	0.2692747841
616	0.269205874
617	0.2691316747
618	0.269066492
619	0.2689814173
620	0.2689275456
621	0.2686755996
622	0.2685931805
623	0.2685238582
624	0.268434609
625	0.2681846375
626	0.2680172937
627	0.2679496402
628	0.2679063564
629	0.2678244981
630	0.2677721039
631	0.2672197888
632	0.2667636092
633	0.2666916749
634	0.2666544996
635	0.2664181916
636	0.2661851378
637	0.2661373067
638	0.2659905383
639	0.2659217291
640	0.2657869222
641	0.2657558399
642	0.2655497632
643	0.2655126757
644	0.2652200936
645	0.2651727174
646	0.2651164148
647	0.2647937807
648	0.2647234727
649	0.2646448902
650	0.264605989
651	0.264427802
652	0.2643827978
653	0.2643304098
654	0.263950094
655	0.2638985316
656	0.2638462281
657	0.2637940729
658	0.2636001463
659	0.2634920079
660	0.2634297794
661	0.2633923473
662	0.2633495196
663	0.2632359865
664	0.2630402966
665	0.2628975417
666	0.2627168735
667	0.2626776226
668	0.2625248358
669	0.2624763625
670	0.2623457429
671	0.2622236508
672	0.2621658379
673	0.2621237734
674	0.2620546112
675	0.2619661269
676	0.2619164223
677	0.2618464485
678	0.2616547215
679	0.2615728844
680	0.2614367496
681	0.2612259074
682	0.26117439
683	0.2610391464
684	0.260926391
685	0.2608352635
686	0.260776953
687	0.2607029515
688	0.2605085935
689	0.2604683947
690	0.2603564466
691	0.2602350752
692	0.2601906879
693	0.260131311
694	0.2600948738
695	0.2599939796
696	0.2599338635
697	0.2598233121
698	0.259790302
699	0.2597380922
700	0.2596658647
701	0.2595647975
702	0.2595194036
703	0.2594392385
704	0.2594060831
705	0.2593718791
706	0.2593043926
707	0.2592326238
708	0.2591953483
709	0.2590679799
710	0.2589192997
711	0.2588824034
712	0.2588067207
713	0.2587709926
714	0.2586391558
715	0.2585063726
716	0.2584108865
717	0.2582448773
718	0.2582083453
719	0.2581243937
720	0.2580753189
721	0.2580060301
722	0.2579597426
723	0.2579065361
724	0.2578743454
725	0.2578406938
726	0.2577912356
727	0.2577592475
728	0.2577158572
729	0.2576643722
730	0.257613362
731	0.2574870973
732	0.2573572929
733	0.2572117445
734	0.2571707162
735	0.2569724786
736	0.2569394094
737	0.2568257065
738	0.2567794742
739	0.2567282281
740	0.2566648008
741	0.2566259437
742	0.2564417343
743	0.2564122138
744	0.2563020909
745	0.2562661313
746	0.2562317349
747	0.2561786998
748	0.2560297814
749	0.2559882979
750	0.2559271965
751	0.2558760326
752	0.255840508
753	0.2555342016
754	0.2554711856
755	0.2554209604
756	0.2553622314
757	0.2553149556
758	0.254999457
759	0.2548652697
760	0.2548283903
761	0.2547927997
762	0.2547429475
763	0.2547074221
764	0.2546559792
765	0.254584172
766	0.2545295912
767	0.2544541439
768	0.2543999546
769	0.2543385176
770	0.2542997696
771	0.2542742649
772	0.2542301397
773	0.2541098405
774	0.2540521297
775	0.2540168006
776	0.2539770524
777	0.253920992
778	0.2537990971
779	0.253772741
780	0.2537219177
781	0.2535840654
782	0.2535587933
783	0.2535072343
784	0.2534507361
785	0.2533937369
786	0.2533093
787	0.2532714011
788	0.2531690656
789	0.2530396912
790	0.2530046926
791	0.2529449874
792	0.2528959748
793	0.2527972892
794	0.2527436172
795	0.252561284
796	0.2525167583
797	0.2524665691
798	0.2523192357
799	0.2522922643
800	0.2522425165
801	0.2521968792
802	0.2520548646
803	0.252004417
804	0.2519735237
805	0.2518993006
806	0.2518155732
807	0.2517093714
808	0.2516502923
809	0.2515325153
810	0.2514995841
811	0.2514441154
812	0.2513621531
813	0.2512579831
814	0.2512186335
815	0.2511103933
816	0.2510685772
817	0.2509070279
818	0.2508673058
819	0.2508295639
820	0.2508010786
821	0.2507707116
822	0.2507322405
823	0.2506657338
824	0.2505273052
825	0.250357589
826	0.250334336
827	0.2503082243
828	0.2502550818
829	0.2502221578
830	0.2501872619
831	0.2500410117
832	0.2499898607
833	0.2499460511
834	0.2497998748
835	0.2497405442
836	0.2496982844
837	0.2496361466
838	0.2496049157
839	0.2495622772
840	0.2495201662
841	0.2493786132
842	0.2492395132
843	0.2491975538
844	0.2491421434
845	0.2491063482
846	0.2490733975
847	0.2489689853
848	0.2489430373
849	0.2488439017
850	0.248823418
851	0.2487271659
852	0.248673607
853	0.2486163186
854	0.2485226841
855	0.2484817032
856	0.2484410143
857	0.2483834446
858	0.2483408583
859	0.2482997378
860	0.2482622497
861	0.248217466
862	0.2480666354
863	0.2480389021
864	0.2479583246
865	0.2479235298
866	0.2478759528
867	0.2478197536
868	0.247789606
869	0.2477436484
870	0.2476334578
871	0.2475950333
872	0.2475690932
873	0.2474985275
874	0.2474739261
875	0.2472253564
876	0.2471362458
877	0.2470909044
878	0.2469229467
879	0.2468579848
880	0.246829925
881	0.2468050956
882	0.2467779941
883	0.2466781907
884	0.2465751741
885	0.2465226392
886	0.2464395881
887	0.2464176196
888	0.2463888909
889	0.2462187926
890	0.2461324078
891	0.2458906334
892	0.2458606581
893	0.2458330221
894	0.2457125103
895	0.2456755568
896	0.2456111659
897	0.2455127306
898	0.245484869
899	0.2454331011
900	0.2453659419
901	0.2453158117
902	0.2452976616
903	0.2451430134
904	0.2450819646
905	0.2449675819
906	0.2449260804
907	0.2448875831
908	0.2448368061
909	0.2447779518
910	0.2447402949
911	0.2447042739
912	0.2446648537
913	0.2446325541
914	0.244463835
915	0.2444362658
916	0.2443441993
917	0.2443218056
918	0.2442853738
919	0.2442632839
920	0.2442205183
921	0.2441817014
922	0.2440633372
923	0.2440419861
924	0.2439118203
925	0.2438201519
926	0.2437628762
927	0.2437322886
928	0.2436881251
929	0.2435653058
930	0.2434561812
931	0.2434390752
932	0.2433996118
933	0.2432615008
934	0.2432289437
935	0.2430748832
936	0.2430265263
937	0.2428469811
938	0.2428110442
939	0.2427576083
940	0.2426043213
941	0.2425570373
942	0.2424094609
943	0.242382085
944	0.2422336033
945	0.2420810434
946	0.2420069421
947	0.2419647936
948	0.241842583
949	0.2417982431
950	0.2416679119
951	0.2416284957
952	0.2415772489
953	0.2415479838
954	0.2414047874
955	0.2412954139
956	0.2412405191
957	0.2412072878
958	0.2411253809
959	0.2410846363
960	0.2410396207
961	0.2409927325
962	0.240962041
963	0.2409215966
964	0.240879499
965	0.2407432451
966	0.2406941946
967	0.2406677382
968	0.2406157313
969	0.2405913307
970	0.2405345059
971	0.2404941983
972	0.2403959348
973	0.240358108
974	0.2402903259
975	0.2402605018
976	0.2401200346
977	0.2400749507
978	0.2399165044
979	0.2398391336
980	0.239594998
981	0.2395711088
982	0.2394447548
983	0.2394130009
984	0.239371494
985	0.2393050712
986	0.2392700492
987	0.2391656688
988	0.2391286206
989	0.2390946768
990	0.2390639559
991	0.2388295827
992	0.2387930977
993	0.2385992372
994	0.2385439512
995	0.2384088036
996	0.2383747227
997	0.2382299592
998	0.2381828309
999	0.2381198819
